MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
S. Thangavelu,Elected,30-Jun-10,29/06/2016,First Term,Urban Development,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc. (Agriculture) ; Educated at Agriculture College, Madurai, Tamil Nadu Agriculture University, Tamil Nadu",62,57,0,663,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,88.2,0.9,450,75%
S.M. Krishna,Elected,26-Jun-08,25/06/2014,Second Term,No,Karnataka,,Indian National Congress,Male,Professional Post Graduate,"B.A., B.L., M.C.L. (U.S.A.) Educated at Maharaja's College, Mysore, Government Law College, Bangalore, Southern Methodist University, Dallas-Texas (U.S.A.) ",84,0,0,0,12%,"This MP was a minister. He tendered his resignation on 28th Oct, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 29th Oct, 2012. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40.2,1,291,78%,25.2,1.9,166,70%
S.P. Singh Baghel,Elected,5-Jul-10,12/03/2014,First Term,No,Uttar Pradesh,,Bahujan Samaj Party,Male,Doctorate,"M.Sc., LL.B., Ph.D. Educated at Jiwaji University, Gwalior (Madhya Pradesh), Meerut University and Chaudhary Charan Singh University, Meerut (Uttar Pradesh)",56,26,0,0,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.9,0.7,214,78%,26.3,1.2,156,82%
S.R. Balasubramoniyan,Elected,30-Jun-16,In office,First Term,"Science & Technology, Environment & Forests",Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.A. (Hons), Pachaiyappa College, M.A. from University of Madras, B.L. from Madras Law College",68,4,0,0,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,16.9,0.2,61,75%
S.S. Ahluwalia (RS),Elected,3-Apr-06,02/04/2012,Fourth Term,No,Jharkhand,,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., LL.B. Educated at St. Joseph School, Asansol, Bidhan Chandra College, Burdwan University and University College of Law, Calcutta University, West Bengal ",65,71,0,193,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,25.1,0.6,246,79%
Sabir Ali,Elected,10-Apr-08,09/04/2014,Second Term,No,Bihar,,Janata Dal (United),Male,Graduate,"Intermediate, B.A.",46,31,0,563,65%,"This MP was re-elected/nominated. During his previous term, he was affiliated with LJP; the term ended on 15th Nov, 2011. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40,1,291,78%,53.4,0.1,348,80%
Sachin Ramesh Tendulkar,Nominated,27-Apr-12,In office,First Term,Information Technology,,,Independent,Male,Inter/ Higher Secondary,Inter/ Higher Secondary,43,0,0,22,9%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.4,1.1,270,78%,27.2,0.6,60,72%
Saif-ud-Din Soz,Elected,11-Feb-09,10/02/2015,Third Term,No,Jammu and Kashmir,,Indian National Congress,Male,Post Graduate,"M.A. (Economics) Educated at Jammu and Kashmir University, Srinagar ",79,37,0,159,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51,1.2,331,78%,24.3,0,82,84%
Salim Ansari,Elected,5-Jul-10,04/07/2016,First Term,Information Technology ,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"B.A., M.A. ; Educated at D.C.S.K.P.G. College, Mau (Gorakhpur University)",54,19,0,247,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,71.4,1.6,259,82%
Saman Pathak,Elected,3-Apr-06,02/04/2012,First Term,No,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B.A., Diploma in Computer Educated at North Bengal University, Siliguri ",43,31,0,79,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,37.6,0.4,126,74%
Sambhaji Shahu Chhatrapati,Nominated,13-Jun-16,In office,First Term,Agriculture,,,Independent,Male,Professional Post Graduate,MBA,46,1,0,64,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,5.8,0.1,16,72%
Sanjay Dattatraya Kakade,Elected,3-Apr-14,In office,First Term,Chemicals & Fertilizers,Maharashtra,,Independent,Male,Under Matric,Under Matric Educated at Pune (Maharashtra),49,0,0,5,20%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,42.6,2.6,272,76%
Sanjay Raut,Elected,5-Jul-16,In office,Third Term,Defence,Maharashtra,,Shiv Sena,Male,Graduate,"B. Com. Educated at Mumbai University, Mumbai ",55,86,0,1112,70%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),75.3,1.4,376,78%,78.1,3.6,632,76%
Sanjay Seth,Elected,5-Jul-16,In office,First Term,Water Resources ,Uttar Pradesh,,Samajwadi Party,Male,Graduate,Bachelor of Commerce from University of Lucknow,55,8,1,74,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,12.2,0.1,39,82%
Sanjay Sinh,Elected,10-Apr-14,In office,Second Term,Chemicals & Fertilizers,Assam,,Indian National Congress,Male,Doctorate,"M.A. (Hindi), Ph.D.; Educated at R.R.P.G. College, Amethi District,; Sultanpur, Uttar Pradesh",65,37,3,248,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,32.4,0.5,135,83%
Sanjiv Kumar,Elected,4-May-12,In office,First Term,Water Resources ,Jharkhand,,Jharkhand Mukti Morcha,Male,Professional Graduate,"B.Sc., LL.B. Educated at Ranchi College, Ranchi and Delhi University, Delhi",59,54,0,139,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),60.7,1.1,266,78%,25.3,0.2,350,79%
Santiuse Kujur,Elected,15-Jun-13,In office,First Term,Information Technology,Assam,,Indian National Congress,Male,Graduate,"B.A. (Honours) Educated at Dakua High School, Udalguri, Darrang College, Tezpur and Tangla College, Udalguri",43,38,0,131,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51.6,0.8,194,78%,37.1,0.5,158,83%
Santosh Bagrodia,Elected,5-Jul-04,04/07/2010,Third Term,No,Rajasthan,,Indian National Congress,Male,Graduate,"Graduate in Commerce Educated at St. Xavier's College, Calcutta ",76,28,3,245,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,15.2,0.5,151,84%
Sardar Sukh Dev Singh Dhindsa,Elected,10-Apr-16,In office,Third Term,Agriculture,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Guru Nanak School, Sangrur and Government Ranbir College, Sangrur, Punjab",80,50,1,348,67%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),77.1,1.6,392,78%,78.8,1,410,80%
Sarojini Hembram,Elected,3-Apr-14,In office,First Term,Social Justice & Empowerment ,Odisha,,Biju Janata Dal,Female,Post Graduate,"Post Graduate (Masters in Music) Educated at K.N.G. High School, Baripada and Utkal Sangeet Mahavidyalaya, Bhubaneswar",57,11,0,178,67%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,47.9,0.2,215,77%
Sasikala Pushpa,Elected,3-Apr-14,In office,First Term,Human Resource Development,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Female,Post Graduate,"B.A. (English Literature), M.A. (Public Administration), Diploma in Business Administation Educated at University of Madras, Chennai and Southern Cross University, Singapore",40,22,3,256,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,68.4,0.6,248,75%
Satish Chandra Misra,Elected,5-Jul-16,In office,Third Term,Finance and Railways ,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at Allahabad University and P.P.N. College, Kanpur University ",64,119,0,4,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),75.3,1.4,376,78%,83.6,1.7,297,82%
Satish Kumar Sharma,Elected,5-Jul-10,04/07/2016,Third Term,Urban Development,Uttar Pradesh,,Indian National Congress,Male,Diploma Course,"Higher Secondary; Commercial Pilots Licence; Airline Transport Pilots Licence Educated at Mothers School, New Delhi; Hyderabad and Kansas City, U.S.A. ",69,0,0,0,95%,"This MP has been re-elected/nominated. During his previous term, this MP was an elected representative from Uttarakhand; the term ended on 4th July, 2010. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",65,1.2,333,78%,71.4,1.6,259,82%
Satyanarayan Jatiya,Elected,10-Apr-14,In office,First Term,Human Resource Development,Madhya Pradesh,,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.A., LL.B., Ph.D. Educated at Vikram University, Ujjain (Madhya Pradesh)",71,47,0,241,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,32.6,0.4,145,84%
Satyavrat Chaturvedi,Elected,3-Apr-12,In office,Second Term,External Affairs,Madhya Pradesh,,Indian National Congress,Male,Inter/ Higher Secondary,"Senior Cambridge Educated at Sainik School, Rewa (Madhya Pradesh) ",67,57,0,447,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,85.2,2.5,701,84%
Selja,Elected,10-Apr-14,In office,First Term,"Transport, Tourism and Culture",Haryana,,Indian National Congress,Female,Post Graduate,"M.A., M.Phil.; Educated at Convent of Jesus & Mary, New Delhi,; Graduation and Post-graduation from Panjab University, Chandigarh",54,38,0,144,92%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,20.3,0,121,87%
Shadi Lal Batra,Elected,3-Apr-12,In office,Second Term,"Food, Consumer Affairs & Public Distribution",Haryana,,Indian National Congress,Male,Professional Graduate,"B.Com., LL.B. ; Educated at Vaish College, Rohtak, Haryana and Faculty of Law, University of Delhi, Delhi",77,28,10,400,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),81.7,1.7,431,78%,43.5,2.3,316,87%
Shambhuprasad Baldevdasji Tundiya,Elected,10-Apr-14,In office,First Term,Petroleum & Natural Gas,Gujarat,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Gujarat University, Ahmedabad, Gujarat",46,13,0,17,80%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,19.9,1.9,122,79%
Shamsher Singh Dullo,Elected,10-Apr-16,In office,First Term,Rural Development ,Punjab,,Indian National Congress,Male,Professional Graduate,"B.A., LLB.",69,12,0,25,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.4,0.2,56,78%,13.5,0,75,80%
Shamsher Singh Manhas,Elected,23-Feb-15,In office,First Term,Energy and Home Affairs,Jammu and Kashmir,,Bharatiya Janata Party,Male,Graduate,Information not available,57,5,0,32,97%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),34.3,0.5,123,78%,35.7,0.3,30,84%
Shanta Kumar (RS),Elected,10-Apr-08,09/04/2014,First Term,No,Himachal Pradesh,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at Panjab University and Delhi Law College, Delhi",82,35,0,86,83%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,36.6,0,264,90%
Shantaram Laxman Naik,Elected,1-Aug-11,In office,Second Term,Commerce,Goa,,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Smt. Parvatibai Chowgule College, Margao, Bombay University, Mumbai and Siddharth College of Law, Bombay University, Mumbai ",70,208,31,662,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,208,31,662,93%
Sharad Anantrao Joshi,Elected,5-Jul-04,04/07/2010,First Term,No,Maharashtra,,Swtantra Bharat Paksh,Male,Post Graduate,"M. Com., Diplome d'informatique Educated at Sydenham College of Commerce & Economics, Mumbai and Institut de traitement d'information, Lausanne, Switzerland ",81,20,0,43,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,13.1,0.3,105,76%
Sharad Chandra Govindrao Pawar,Elected,3-Apr-14,In office,First Term,Human Resource Development,Maharashtra,,Nationalist Congress Party,Male,Graduate,B.Com.,76,15,0,0,74%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,42.6,2.6,272,76%
Sharad Yadav,Elected,8-Jul-16,In office,Fourth Term,Industry,Bihar,,Janata Dal (United),Male,Graduate,"B.Sc., B.E. (Electrical); Educated at Robertson College and Jabalpur Engineering College, Jabalpur, Madhya Pradesh",69,157,0,0,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.2,0.8,163,78%,60.4,0.1,98,80%
Shashi Bhusan Behera,Elected,2-Jul-10,28/05/2014,First Term,No,Odisha,,Biju Janata Dal,Male,Graduate,"Graduate ; Educated at Ravenshaw College, Utkal University, Cuttack (Orissa)",64,43,0,10,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.9,0.7,214,78%,43.5,0.5,185,77%
Shiv Pratap Shukla,Elected,5-Jul-16,In office,First Term,Rural Development ,Uttar Pradesh,,Bharatiya Janata Party,Male,Professional Graduate,"
LLB from Gorakhpur University, B.A. from Gorakhpur University",65,0,0,11,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,12.2,0.1,39,82%
Shivanand Tiwari,Elected,10-Apr-08,09/04/2014,First Term,No,Bihar,,Janata Dal (United),Male,Under Graduate,,73,91,0,557,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,53.4,0.1,348,80%
Shivpratap Singh,Elected,10-Apr-08,09/04/2014,First Term,No,Chhattisgarh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary Educated at Government Senior Secondary School, Surajpur ",74,2,0,44,56%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,28,0.6,406,88%
Shivraj Patil,Elected,5-Jul-04,21/01/2010,First Term,No,Maharashtra,,Indian National Congress,Male,Professional Post Graduate,"B.Sc., LL.B., LL.M. Educated at Osmania University, Hyderabad and Bombay University, Mumbai",81,1,0,0,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),6.9,0.2,49,78%,9,0.1,66,76%
Shobhana Bhartia,Nominated,16-Feb-06,15/02/2012,First Term,No,,,Independent,Female,Graduate,"Senior Cambridge, B.A.(Hons.) Educated at Loreto House and Loreto College, Calcutta ",60,11,1,590,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),22,0.6,170,78%,9.7,0.1,73,72%
Shreegopal Vyas,Elected,3-Apr-06,02/04/2012,First Term,No,Chhattisgarh,,Bharatiya Janata Party,Male,Professional Graduate,"B. E.(Hons.), LL.B. Educated at Saugar University, Jabalpur, Madhya Pradesh and Ravishankar Vishwavidyalaya, Raipur, Chattisgarh",85,79,3,533,99%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,24.4,0.6,283,88%
Shriram Pal,Elected,19-Jun-09,04/07/2010,First Term,No,Uttar Pradesh,,Bahujan Samaj Party,Male,Information not available,Information not available,Information not available,2,0,0,51%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),9.6,0.3,77,78%,8.1,0.4,58,82%
Shwait Malik,Elected,10-Apr-16,In office,First Term,Railways and Industry,Punjab,,Bharatiya Janata Party,Male,Professional Graduate,B.E. Electronic and Electrical Communication,53,6,0,22,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.4,0.2,56,78%,13.5,0,75,80%
Shyam Benegal,Nominated,16-Feb-06,15/02/2012,First Term,No,,,Independent,Male,Post Graduate,"M.A. (Economics) Educated at Nizam College, Osmania University, Hyderabad ",82,3,0,4,74%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),22,0.6,170,78%,9.7,0.1,73,72%
Shyamal Chakraborty,Elected,3-Apr-08,02/04/2014,First Term,No,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B. A. Educated at University of Calcutta, Kolkata ",73,19,0,234,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,59.8,0.6,168,74%
Silvius Condpan,Elected,3-Apr-04,10/10/2011,Second Term,No,Assam,,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Don Bosco High School, Guwahati, B. Baruah College and Arya Vidyapeeth College, Gauhati University and Gauhati University Law College ",78,16,0,39,85%,"This MP has been re-elected/nominated. During his previous term, this MP was an elected representative from Assam; the term ended on 2nd April, 2010. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",19.8,0.6,151,78%,20.4,0.2,107,83%
Sitaram Yechury,Elected,19-Aug-11,In office,Second Term,Home Affairs,West Bengal,,Communist Party of India (Marxist),Male,Post Graduate,"B.A. (Hons.) in Economics, M.A. (Economics) Educated at President's Estate School, New Delhi, St. Stephen's College, New Delhi and Jawaharlal Nehru University, New Delhi ",64,224,0,44,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,129.5,2.4,315,74%
Smriti Zubin Irani,Elected,18-Aug-11,In office,First Term,No,Gujarat,,Bharatiya Janata Party,Female,Graduate,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",40,51,0,340,73%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",21.8,0.4,151,78%,21.2,0.8,183,79%
Srinjoy Bose,Elected,18-Aug-11,05/02/2015,First Term,No,West Bengal,,All India Trinamool Congress,Male,Graduate,"B. Com. (Pass) Educated at Don Bosco, Kolkata and Calcutta University, Kolkata",41,2,0,0,41%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),32.8,0.6,191,78%,46.6,0.5,98,74%
Su. Thirunavukkarasar,Elected,30-Jun-04,09/11/2009,First Term,No,Madhya Pradesh,,Indian National Congress,Male,Post Graduate,"B.L., M.A. Educated at Madras Law College, Chennai (Tamil Nadu) and Venkateshwara University (Andhra Pradesh)",67,0,0,0,50%,"This MP was re-elected/nominated. During his previous term, he was affiliated with BJP; the term ended on 9th Nov, 2010. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",4.3,0.1,25,78%,2.3,0,20,84%
Subhash Chandra,Elected,2-Aug-16,In office,First Term,Urban Development,Haryana,,Independent,Male,Matric,"Matriculation from C.A.V. High School Hisar, Haryana",66,1,0,3,73%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),6.9,0.2,35,78%,3.5,0,30,87%
Subhash Prasad Yadav,Elected,8-Jul-04,07/07/2010,First Term,No,Bihar,,Rashtriya Janata Dal,Male,Graduate,"Graduate, Educated at Magadh University, Bodh Gaya (Bihar) ",49,0,0,24,51%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,11.5,0,85,80%
Subramanian Swamy,Nominated,26-Apr-16,In office,Third Term,Defence,,,Bharatiya Janata Party,Male,Information not available,Information not available,77,12,1,16,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.3,0.2,55,78%,7,0.1,17,72%
Sukhendu Sekhar Roy,Elected,18-Aug-11,In office,First Term,"Personnel, Public Grievances, Law and Justice",West Bengal,,All India Trinamool Congress,Male,Post Graduate,"M.A., LL.B. Educated at Kalindri High School, Malda, St. Paul's College, Rabindra Bharati University and Calcutta University, Kolkata",67,182,2,211,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),67.2,1.2,313,78%,100,2,211,74%
Surendra Motilal Patel,Elected,19-Aug-05,18/08/2011,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.E. (Civil) Educated at Sardar Patel University, Vallabh Vidyanagar (Gujarat)",79,2,0,0,69%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),18.4,0.6,141,78%,10.4,0,97,79%
Surendra Singh Nagar,Elected,5-Jul-16,In office,First Term,Chemicals & Fertilizers,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",51,5,0,58,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,12.2,0.1,39,82%
Suresh Gopi,Nominated,29-Apr-16,In office,First Term,Information Technology,,,Independent,Male,Information not available,Information not available,57,1,0,0,63%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),14.7,0.2,53,78%,6.7,0.1,17,72%
Suryakantbhai Acharya,Elected,19-Aug-05,21/12/2009,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., B.Com., LL.B. Educated at M.P.Shah College and Shamaldas College, Gujarat University, Bhavnagar and Dharmendra College, Gujarat University, Rajkot",87,0,0,0,57%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),6.8,0.2,49,78%,3.2,0,28,79%
Sushila Tiriya,Elected,4-Apr-06,03/04/2012,Second Term,No,Odisha,,Indian National Congress,Female,Professional Graduate,"B.A., C.T., B.Ed. Educated at Karanjia College, Karanjia (Utkal University) ",61,29,0,159,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,34.8,0,174,77%
Swapan Dasgupta,Nominated,26-Apr-16,In office,First Term,External Affairs,,,Independent,Male,Information not available,Information not available,61,9,0,0,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.3,0.2,55,78%,7,0.1,17,72%
Swapan Sadhan Bose,Elected,19-Aug-05,18/08/2011,First Term,No,West Bengal,,All India Trinamool Congress,Male,Professional Graduate,"B. Com., LL.B. Educated at St. Xavier's College, University of Calcutta ",69,1,0,0,19%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),18.4,0.6,141,78%,29.9,0.4,104,74%
Syed Azeez Pasha,Elected,3-Apr-06,02/04/2012,First Term,No,Andhra Pradesh,,Communist Party of India,Male,Professional Graduate,"B.A., LL.B. Educated at Osmania University, Hyderabad and Osmania University Law College, Hyderabad",72,70,0,490,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,27.1,1.3,342,78%
Syeda Anwara Taimur,Elected,3-Apr-04,02/04/2010,Second Term,No,Assam,,Indian National Congress,Female,Post Graduate,"B.A. (Hons.), M.A. (Economics) Educated at Jorhat Girls' High School, J.B. College, Jorhat and Aligarh Muslim University",80,1,0,72,68%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),8.3,0.2,62,78%,8.7,0,44,83%
T. G. Venkatesh,Elected,22-Jun-16,In office,First Term,Finance and Industry,Andhra Pradesh,,Telugu Desam Party,Male,Information not available,Information not available,65,3,0,98,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,7.3,0.6,66,78%
T. Rathinavel,Elected,25-Jul-13,In office,First Term,Railways ,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"B.A., M.A. Educated at RDM College, Sivaganga and Madurai Kamraj University, Madurai",66,39,0,351,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51.6,0.8,194,78%,76.5,0.6,288,75%
T. Ratna Bai,Elected,10-Apr-08,09/04/2014,First Term,No,Andhra Pradesh,,Indian National Congress,Female,Inter/ Higher Secondary,"High School Educated at Government High School, Rampachodavaram, Distt. East Godavari (Andhra Pradesh) ",70,14,0,972,97%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,34.5,1.6,496,78%
T. Subbarami Reddy,Elected,10-Apr-14,In office,Third Term,"Science & Technology, Environment & Forests",Andhra Pradesh,,Indian National Congress,Male,Doctorate,"B.Com. Educated at Nizam College, Hyderabad ",73,73,23,1501,70%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,68.4,3,692,78%
T.K. Rangarajan,Elected,3-Apr-14,In office,Second Term,Finance,Tamil Nadu,,Communist Party of India (Marxist),Male,Inter/ Higher Secondary,"SSLC Educated at GMTTV High School, Chennai ",75,152,0,411,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,120.7,1.3,587,75%
T.K.S. Elangovan,Elected,30-Jun-16,In office,First Term,Energy,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (English Literature); Educated at Pachayappa`s College, Chennai",62,13,0,0,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,16.9,0.2,61,75%
T.M. Selvaganapathi,Elected,30-Jun-10,17/04/2014,First Term,No,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"B.A. (Economics), M.A. (Economics), LL.B. Educated at Loyola College, Chennai, Jawaharlal Nehru University, New Delhi and Campus Law Centre, University of Delhi, Delhi",58,15,0,540,68%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.9,0.7,214,78%,36.7,0.5,263,75%
T.N. Seema,Elected,3-Apr-10,02/04/2016,First Term,Health and Family Welfare,Kerala,,Communist Party of India (Marxist),Female,Doctorate,"B.A., M.A. (Malayalam), Ph.D. in Malayalam Literature from University of Kerala Diploma in Tamil from Central Institute of Indian Languages, Mysore Diploma in Universalising Social Security from Institute of Social Science, Hague, the Netherlands",53,87,0,643,80%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.7,1.3,335,78%,102.9,1.1,500,71%
T.T.V. Dhinakaran,Elected,30-Jun-04,29/06/2010,First Term,No,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,,53,0,0,117,7%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,15.6,0.2,76,75%
Tapan Kumar Sen,Elected,3-Apr-12,In office,Second Term,Labour ,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B.A.(Hons.) in Economics Educated at Presidency College, Kolkata University ",65,260,0,335,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,129.5,2.4,315,74%
Tarini Kanta Roy,Elected,3-Apr-08,02/04/2014,Second Term,No,West Bengal,,Communist Party of India (Marxist),Male,Under Graduate,"Undergraduate, Educated at A.B.N. Seal College (formerly Victoria College), Cooch Behar (West Bengal) ",67,14,0,100,69%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,59.8,0.6,168,74%
Tariq Anwar (RS),Elected,5-Jul-04,16/05/2014,Second Term,No,Maharashtra,,Nationalist Congress Party,Male,Graduate,"B.Sc. Educated at College of Commerce, Patna, Magadh University, Bodh Gaya (Bihar) ",66,48,0,402,88%,"This MP was a minister from Oct, 2012 to May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40,1,291,78%,48.6,1.3,465,76%
